Season,Competition,Matchday,Date,Venue,Club,Opponent,Result,Playing_Position,Minute,At_score,Type,Goal_assist,Unnamed: 13,estadio,Latitud,Longitud
13/14,LaLiga,1,8/18/13,H,FC Barcelona,Levante UD,07:00:00,CF,42,05:00:00,Penalty,,,FC Barcelona,41.380898,2.12282
13/14,LaLiga,3,09/01/2013 00:00,A,FC Barcelona,Valencia CF,02:03:00,CF,11,00:01:00,Left-footed shot,Cesc Fabregas,,Valencia CF,39.4690398,-0.3766507
13/14,LaLiga,3,09/01/2013 00:00,A,FC Barcelona,Valencia CF,02:03:00,CF,39,00:02:00,Right-footed shot,Cesc Fabregas,,Valencia CF,39.4690398,-0.3766507
13/14,LaLiga,3,09/01/2013 00:00,A,FC Barcelona,Valencia CF,02:03:00,CF,41,00:03:00,Left-footed shot,Neymar,,Valencia CF,39.4690398,-0.3766507
13/14,LaLiga,4,9/14/13,H,FC Barcelona,Sevilla FC,03:02:00,CF,75,02:00:00,Left-footed shot,Neymar,,FC Barcelona,41.380898,2.12282
13/14,UEFA Champions League,Group Stage,9/18/13,H,FC Barcelona,Ajax Amsterdam,04:00:00,CF,22,01:00:00,Direct free kick,,,FC Barcelona,41.380898,2.12282
13/14,UEFA Champions League,Group Stage,9/18/13,H,FC Barcelona,Ajax Amsterdam,04:00:00,CF,55,02:00:00,Left-footed shot,Sergio Busquets,,FC Barcelona,41.380898,2.12282
13/14,UEFA Champions League,Group Stage,9/18/13,H,FC Barcelona,Ajax Amsterdam,04:00:00,CF,75,04:00:00,Left-footed shot,Xavi,,FC Barcelona,41.380898,2.12282
13/14,LaLiga,6,9/24/13,H,FC Barcelona,Real Sociedad,04:01:00,CF,8,02:00:00,Header,Neymar,,FC Barcelona,41.380898,2.12282
13/14,LaLiga,7,9/28/13,A,FC Barcelona,UD Almera,00:02:00,CF,21,00:01:00,Left-footed shot,Pedro,,UD Almera,41.597201,-4.5866653
13/14,UEFA Champions League,Group Stage,10/22/13,A,FC Barcelona,AC Milan,01:01:00,CF,23,01:01:00,Left-footed shot,Andres Iniesta,,AC Milan,45.478489,9.12215
13/14,UEFA Champions League,Group Stage,11/06/2013 00:00,H,FC Barcelona,AC Milan,03:01:00,CF,30,01:00:00,Penalty,,,FC Barcelona,41.380898,2.12282
13/14,UEFA Champions League,Group Stage,11/06/2013 00:00,H,FC Barcelona,AC Milan,03:01:00,CF,83,03:01:00,Left-footed shot,Cesc Fabregas,,FC Barcelona,41.380898,2.12282
13/14,Copa del Rey,last 16,01/08/2014 00:00,H,FC Barcelona,Getafe CF,04:00:00,CF,90,03:00:00,Left-footed shot,Marta Montoya,,FC Barcelona,41.380898,2.12282
13/14,Copa del Rey,last 16,01/08/2014 00:00,H,FC Barcelona,Getafe CF,04:00:00,CF,90+2,04:00:00,Left-footed shot,Alex Song,,FC Barcelona,41.380898,2.12282
13/14,Copa del Rey,last 16,1/16/14,A,FC Barcelona,Getafe CF,00:02:00,CF,43,00:01:00,Right-footed shot,Cristian Tello,,Getafe CF,40.3241172,-3.7109638
13/14,Copa del Rey,last 16,1/16/14,A,FC Barcelona,Getafe CF,00:02:00,CF,63,00:02:00,Left-footed shot,,,Getafe CF,40.3241172,-3.7109638
13/14,LaLiga,22,02/01/2014 00:00,H,FC Barcelona,Valencia CF,02:03:00,CF,54,02:02:00,Penalty,,,FC Barcelona,41.380898,2.12282
13/14,LaLiga,23,02/09/2014 00:00,A,FC Barcelona,Sevilla FC,01:04:00,CF,44,01:02:00,Left-footed shot,Pedro,,Sevilla FC,37.3886303,-5.9953403
13/14,LaLiga,23,02/09/2014 00:00,A,FC Barcelona,Sevilla FC,01:04:00,CF,56,01:03:00,Left-footed shot,Andres Iniesta,,Sevilla FC,37.3886303,-5.9953403
13/14,Copa del Rey,Semi-Finals,02/12/2014 00:00,A,FC Barcelona,Real Sociedad,01:01:00,CF,26,00:01:00,Solo run,,,Real Sociedad,43.3078904,-1.9742817
13/14,LaLiga,24,2/15/14,H,FC Barcelona,Rayo Vallecano,06:00:00,CF,36,02:00:00,Left-footed shot,Cesc Fabregas,,FC Barcelona,41.380898,2.12282
13/14,LaLiga,24,2/15/14,H,FC Barcelona,Rayo Vallecano,06:00:00,CF,68,05:00:00,Left-footed shot,Alexis Sanchez,,FC Barcelona,41.380898,2.12282
13/14,UEFA Champions League,last 16,2/18/14,A,FC Barcelona,Manchester City,00:02:00,CF,54,00:01:00,Penalty,,,Manchester City,53.483135,-2.200941
13/14,LaLiga,25,2/22/14,A,FC Barcelona,Real Sociedad,03:01:00,CF,36,01:01:00,Left-footed shot,Marta Montoya,,Real Sociedad,43.3078904,-1.9742817
13/14,LaLiga,26,03/02/2014 00:00,H,FC Barcelona,UD Almera,04:01:00,CF,24,02:00:00,Direct free kick,,,FC Barcelona,41.380898,2.12282
13/14,UEFA Champions League,last 16,03/12/2014 00:00,H,FC Barcelona,Manchester City,02:01:00,CF,67,01:00:00,Left-footed shot,,,FC Barcelona,41.380898,2.12282
13/14,LaLiga,28,3/16/14,H,FC Barcelona,CA Osasuna,07:00:00,CF,18,01:00:00,Left-footed shot,Alexis Sanchez,,FC Barcelona,41.380898,2.12282
13/14,LaLiga,28,3/16/14,H,FC Barcelona,CA Osasuna,07:00:00,CF,63,04:00:00,Left-footed shot,Andres Iniesta,,FC Barcelona,41.380898,2.12282
13/14,LaLiga,28,3/16/14,H,FC Barcelona,CA Osasuna,07:00:00,CF,88,06:00:00,Right-footed shot,Dani Alves,,FC Barcelona,41.380898,2.12282
13/14,LaLiga,29,3/23/14,A,FC Barcelona,Real Madrid,03:04:00,CF,42,02:02:00,Left-footed shot,Neymar,,Real Madrid,40.4199798,-3.7035925
13/14,LaLiga,29,3/23/14,A,FC Barcelona,Real Madrid,03:04:00,CF,65,03:03:00,Penalty,,,Real Madrid,40.4199798,-3.7035925
13/14,LaLiga,29,3/23/14,A,FC Barcelona,Real Madrid,03:04:00,CF,84,03:04:00,Penalty,,,Real Madrid,40.4199798,-3.7035925
13/14,LaLiga,30,3/26/14,H,FC Barcelona,Celta de Vigo,03:00:00,CF,30,02:00:00,Right-footed shot,Andres Iniesta,,FC Barcelona,41.380898,2.12282
13/14,LaLiga,31,3/29/14,A,FC Barcelona,RCD Espanyol Barcelona,00:01:00,CF,77,00:01:00,Penalty,,,RCD Espanyol Barcelona,41.4260382,2.2119056
13/14,LaLiga,32,04/05/2014 00:00,H,FC Barcelona,Real Betis Balompie,03:01:00,CF,15,01:00:00,Penalty,,,FC Barcelona,41.380898,2.12282
13/14,LaLiga,32,04/05/2014 00:00,H,FC Barcelona,Real Betis Balompie,03:01:00,CF,86,03:01:00,Penalty rebound,Antonio A05a,,FC Barcelona,41.380898,2.12282
13/14,LaLiga,34,4/20/14,H,FC Barcelona,Athletic Bilbao,02:01:00,CF,74,02:01:00,Direct free kick,,,FC Barcelona,41.380898,2.12282
13/14,LaLiga,35,4/27/14,A,FC Barcelona,Villarreal CF,02:03:00,CF,83,02:03:00,Right-footed shot,Cesc Fabregas,,Villarreal CF,39.9442083,0.1034047
13/14,LaLiga,36,05/03/2014 00:00,H,FC Barcelona,Getafe CF,02:02:00,CF,23,01:00:00,Left-footed shot,Dani Alves,,FC Barcelona,41.380898,2.12282
14/15,LaLiga,1,8/24/14,H,FC Barcelona,Elche CF,03:00:00,CF,42,01:00:00,Left-footed shot,Sergio Busquets,,FC Barcelona,41.380898,2.12282
14/15,LaLiga,1,8/24/14,H,FC Barcelona,Elche CF,03:00:00,CF,64,03:00:00,Left-footed shot,,,FC Barcelona,41.380898,2.12282
14/15,LaLiga,4,9/21/14,A,FC Barcelona,Levante UD,00:05:00,CF,77,00:05:00,Right-footed shot,,,Levante UD,39.4703751,-0.370525
14/15,LaLiga,6,9/27/14,H,FC Barcelona,Granada CF,06:00:00,CF,62,04:00:00,Header,Dani Alves,,FC Barcelona,41.380898,2.12282
14/15,LaLiga,6,9/27/14,H,FC Barcelona,Granada CF,06:00:00,CF,82,06:00:00,Right-footed shot,,,FC Barcelona,41.380898,2.12282
14/15,UEFA Champions League,Group Stage,9/30/14,A,FC Barcelona,Paris Saint-Germain,03:02:00,RW,12,01:01:00,Left-footed shot,Andres Iniesta,,Paris Saint-Germain,48.8414,2.2531
14/15,LaLiga,7,10/04/2014 00:00,A,FC Barcelona,Rayo Vallecano,00:02:00,CF,35,00:01:00,Left-footed shot,Gerard Pique,,Rayo Vallecano,40.3770911,-3.6140329
14/15,LaLiga,8,10/18/14,H,FC Barcelona,SD Eibar,03:00:00,CF,74,03:00:00,Left-footed shot,Neymar,,FC Barcelona,41.380898,2.12282
14/15,UEFA Champions League,Group Stage,10/21/14,H,FC Barcelona,Ajax Amsterdam,03:01:00,CF,24,02:00:00,Left-footed shot,Andres Iniesta,,FC Barcelona,41.380898,2.12282
14/15,UEFA Champions League,Group Stage,11/05/2014 00:00,A,FC Barcelona,Ajax Amsterdam,00:02:00,RW,36,00:01:00,Header,Marc Bartra,,Ajax Amsterdam,52.314224,4.941841
14/15,UEFA Champions League,Group Stage,11/05/2014 00:00,A,FC Barcelona,Ajax Amsterdam,00:02:00,RW,76,00:02:00,Left-footed shot,Pedro,,Ajax Amsterdam,52.314224,4.941841
14/15,LaLiga,12,11/22/14,H,FC Barcelona,Sevilla FC,05:01:00,RW,21,01:00:00,Direct free kick,,,FC Barcelona,41.380898,2.12282
14/15,LaLiga,12,11/22/14,H,FC Barcelona,Sevilla FC,05:01:00,RW,73,04:01:00,Tap-in,Neymar,,FC Barcelona,41.380898,2.12282
14/15,LaLiga,12,11/22/14,H,FC Barcelona,Sevilla FC,05:01:00,RW,78,05:01:00,Left-footed shot,Neymar,,FC Barcelona,41.380898,2.12282
14/15,UEFA Champions League,Group Stage,11/25/14,A,FC Barcelona,APOEL Nicosia,00:04:00,CF ,38,00:02:00,Right-footed shot,Rafinha,,APOEL Nicosia,35.114444,33.362778
14/15,UEFA Champions League,Group Stage,11/25/14,A,FC Barcelona,APOEL Nicosia,00:04:00,CF ,58,00:03:00,Right-footed shot,Dani Alves,,APOEL Nicosia,35.114444,33.362778
14/15,UEFA Champions League,Group Stage,11/25/14,A,FC Barcelona,APOEL Nicosia,00:04:00,CF ,87,00:04:00,Right-footed shot,Pedro,,APOEL Nicosia,35.114444,33.362778
14/15,LaLiga,14,12/07/2014 00:00,H,FC Barcelona,RCD Espanyol Barcelona,05:01:00,RW,45+1,01:01:00,Left-footed shot,Xavi,,FC Barcelona,41.380898,2.12282
14/15,LaLiga,14,12/07/2014 00:00,H,FC Barcelona,RCD Espanyol Barcelona,05:01:00,RW,50,02:01:00,Right-footed shot,Luis Suarez,,FC Barcelona,41.380898,2.12282
14/15,LaLiga,14,12/07/2014 00:00,H,FC Barcelona,RCD Espanyol Barcelona,05:01:00,RW,81,05:01:00,Right-footed shot,Pedro,,FC Barcelona,41.380898,2.12282
14/15,UEFA Champions League,Group Stage,12/10/2014 00:00,H,FC Barcelona,Paris Saint-Germain,03:01:00,AM,19,01:01:00,Right-footed shot,Luis Suarez,,FC Barcelona,41.380898,2.12282
14/15,LaLiga,16,12/20/14,H,FC Barcelona,CÃƒÂ³rdoba CF,05:00:00,RW,82,04:00:00,Right-footed shot,,,FC Barcelona,41.380898,2.12282
14/15,LaLiga,16,12/20/14,H,FC Barcelona,CÃƒÂ³rdoba CF,05:00:00,RW,90,05:00:00,Right-footed shot,,,FC Barcelona,41.380898,2.12282
14/15,Copa del Rey,last 16,01/08/2015 00:00,H,FC Barcelona,Elche CF,05:00:00,RW ,45,03:00:00,Penalty,,,FC Barcelona,41.380898,2.12282
14/15,LaLiga,18,01/11/2015 00:00,H,FC Barcelona,Atletico de Madrid,03:01:00,RW,87,03:01:00,Left-footed shot,,,FC Barcelona,41.380898,2.12282
14/15,LaLiga,19,1/18/15,A,FC Barcelona,Deportivo de La Coruaa,00:04:00,RW,11,00:01:00,Header,Ivan Rakitic,,Deportivo de La Coruaa,43.3687,-8.4175
14/15,LaLiga,19,1/18/15,A,FC Barcelona,Deportivo de La Coruaa,00:04:00,RW,33,00:02:00,Left-footed shot,Luis Suarez,,Deportivo de La Coruaa,43.3687,-8.4175
14/15,LaLiga,19,1/18/15,A,FC Barcelona,Deportivo de La Coruaa,00:04:00,RW,62,00:03:00,Left-footed shot,Ivan Rakitic,,Deportivo de La Coruaa,43.3687,-8.4175
14/15,Copa del Rey,Quarter-Finals,1/21/15,H,FC Barcelona,Atletico de Madrid,01:00:00,RW ,85,01:00:00,Penalty rebound,,,FC Barcelona,41.380898,2.12282
14/15,LaLiga,20,1/24/15,A,FC Barcelona,Elche CF,00:06:00,CF,55,00:02:00,Penalty,,,Elche CF,38.266944,-0.663333
14/15,LaLiga,20,1/24/15,A,FC Barcelona,Elche CF,00:06:00,CF,88,00:05:00,Left-footed shot,Marc Bartra,,Elche CF,38.266944,-0.663333
14/15,LaLiga,21,02/01/2015 00:00,H,FC Barcelona,Villarreal CF,03:02:00,RW,55,03:02:00,Right-footed shot,Luis Suarez,,FC Barcelona,41.380898,2.12282
14/15,LaLiga,22,02/08/2015 00:00,A,FC Barcelona,Athletic Bilbao,02:05:00,RW,15,00:01:00,Direct free kick,,,Athletic Bilbao,43.2625346,-2.9466836
14/15,Copa del Rey,Semi-Finals,02/11/2015 00:00,H,FC Barcelona,Villarreal CF,03:01:00,RW,41,01:00:00,Left-footed shot,Luis Suarez,,FC Barcelona,41.380898,2.12282
14/15,LaLiga,23,2/15/15,H,FC Barcelona,Levante UD,05:00:00,CF,38,02:00:00,Right-footed shot,Marc Bartra,,FC Barcelona,41.380898,2.12282
14/15,LaLiga,23,2/15/15,H,FC Barcelona,Levante UD,05:00:00,CF,59,03:00:00,Right-footed shot,Pedro,,FC Barcelona,41.380898,2.12282
14/15,LaLiga,23,2/15/15,H,FC Barcelona,Levante UD,05:00:00,CF,65,04:00:00,Penalty,,,FC Barcelona,41.380898,2.12282
14/15,LaLiga,25,2/28/15,A,FC Barcelona,Granada CF,01:03:00,RW,70,01:03:00,Right-footed shot,Luis Suarez,,Granada CF,37.1736374,-3.5993469
14/15,LaLiga,26,03/08/2015 00:00,H,FC Barcelona,Rayo Vallecano,06:01:00,RW,56,03:00:00,Penalty,,,FC Barcelona,41.380898,2.12282
14/15,LaLiga,26,03/08/2015 00:00,H,FC Barcelona,Rayo Vallecano,06:01:00,RW,63,04:00:00,Tap-in,,,FC Barcelona,41.380898,2.12282
14/15,LaLiga,26,03/08/2015 00:00,H,FC Barcelona,Rayo Vallecano,06:01:00,RW,68,05:00:00,Left-footed shot,Pedro,,FC Barcelona,41.380898,2.12282
14/15,LaLiga,27,3/14/15,A,FC Barcelona,SD Eibar,00:02:00,RW ,31,00:01:00,Penalty,,,SD Eibar,43.184167,-2.473333
14/15,LaLiga,27,3/14/15,A,FC Barcelona,SD Eibar,00:02:00,RW ,55,00:02:00,Header,Ivan Rakitic,,SD Eibar,43.184167,-2.473333
14/15,LaLiga,30,04/08/2015 00:00,H,FC Barcelona,UD Almera,04:00:00,RW,33,01:00:00,Left-footed shot,Marc Bartra,,FC Barcelona,41.380898,2.12282
14/15,LaLiga,31,04/11/2015 00:00,A,FC Barcelona,Sevilla FC,02:02:00,RW,15,00:01:00,Left-footed shot,Neymar,,Sevilla FC,37.3886303,-5.9953403
14/15,LaLiga,32,4/18/15,H,FC Barcelona,Valencia CF,02:00:00,RW,90+4,02:00:00,Left-footed shot,,,FC Barcelona,41.380898,2.12282
14/15,LaLiga,33,4/25/15,A,FC Barcelona,RCD Espanyol Barcelona,00:02:00,RW,25,00:02:00,Left-footed shot,Luis Suarez,,RCD Espanyol Barcelona,41.4260382,2.2119056
14/15,LaLiga,34,4/28/15,H,FC Barcelona,Getafe CF,06:00:00,RW,9,01:00:00,Penalty,,,FC Barcelona,41.380898,2.12282
14/15,LaLiga,34,4/28/15,H,FC Barcelona,Getafe CF,06:00:00,RW,47,06:00:00,Left-footed shot,Luis Suarez,,FC Barcelona,41.380898,2.12282
14/15,LaLiga,35,05/02/2015 00:00,A,FC Barcelona,CÃƒÂ³rdoba CF,00:08:00,RW,47,00:03:00,Header,Dani Alves,,CÃƒÂ³rdoba CF,37.8722944,-4.7646417
14/15,LaLiga,35,05/02/2015 00:00,A,FC Barcelona,CÃƒÂ³rdoba CF,00:08:00,RW,80,00:06:00,Left-footed shot,Luis Suarez,,CÃƒÂ³rdoba CF,37.8722944,-4.7646417
14/15,UEFA Champions League,Semi-Finals,05/06/2015 00:00,H,FC Barcelona,Bayern Munich,03:00:00,RW,77,01:00:00,Left-footed shot,Dani Alves,,FC Barcelona,41.380898,2.12282
14/15,UEFA Champions League,Semi-Finals,05/06/2015 00:00,H,FC Barcelona,Bayern Munich,03:00:00,RW,80,02:00:00,Right-footed shot,Ivan Rakitic,,FC Barcelona,41.380898,2.12282
14/15,LaLiga,37,5/17/15,A,FC Barcelona,Atletico de Madrid,00:01:00,RW,65,00:01:00,Left-footed shot,Pedro,,Atletico de Madrid,40.4925732,-3.899587
14/15,LaLiga,38,5/23/15,H,FC Barcelona,Deportivo de La Coruaa,02:02:00,RW,5,01:00:00,Header,Rafinha,,FC Barcelona,41.380898,2.12282
14/15,LaLiga,38,5/23/15,H,FC Barcelona,Deportivo de La Coruaa,02:02:00,RW,59,02:00:00,Right-footed shot,Neymar,,FC Barcelona,41.380898,2.12282
14/15,Copa del Rey,Final,5/30/15,A,FC Barcelona,Athletic Bilbao,01:03:00,RW,20,00:01:00,Solo run,,,Athletic Bilbao,43.2625346,-2.9466836
14/15,Copa del Rey,Final,5/30/15,A,FC Barcelona,Athletic Bilbao,01:03:00,RW,74,00:03:00,Left-footed shot,Dani Alves,,Athletic Bilbao,43.2625346,-2.9466836
15/16,UEFA Super Cup,Final,08/11/2015 00:00,H,FC Barcelona,Sevilla FC,5:4 AET,RW,7,01:01:00,Direct free kick,,,FC Barcelona,41.380898,2.12282
15/16,UEFA Super Cup,Final,08/11/2015 00:00,H,FC Barcelona,Sevilla FC,5:4 AET,RW,16,02:01:00,Direct free kick,,,FC Barcelona,41.380898,2.12282
15/16,Supercopa,final,8/17/15,H,FC Barcelona,Athletic Bilbao,01:01:00,RW,43,01:00:00,Left-footed shot,Luis Suarez,,FC Barcelona,41.380898,2.12282
15/16,LaLiga,3,09/12/2015 00:00,A,FC Barcelona,Atletico de Madrid,01:02:00,RW,77,01:02:00,Left-footed shot,Luis Suarez,,Atletico de Madrid,40.4925732,-3.899587
15/16,LaLiga,4,9/20/15,H,FC Barcelona,Levante UD,04:01:00,AM ,61,03:00:00,Penalty,,,FC Barcelona,41.380898,2.12282
15/16,LaLiga,4,9/20/15,H,FC Barcelona,Levante UD,04:01:00,AM ,90,04:01:00,Left-footed shot,Marc Bartra,,FC Barcelona,41.380898,2.12282
15/16,UEFA Champions League,Group Stage,11/24/15,H,FC Barcelona,AS Roma,06:01:00,RW ,18,02:00:00,Left-footed shot,Luis Suarez,,FC Barcelona,41.380898,2.12282
15/16,UEFA Champions League,Group Stage,11/24/15,H,FC Barcelona,AS Roma,06:01:00,RW ,60,05:00:00,Tap-in,,,FC Barcelona,41.380898,2.12282
15/16,LaLiga,13,11/28/15,H,FC Barcelona,Real Sociedad,04:00:00,RW,90+1,04:00:00,Left-footed shot,Neymar,,FC Barcelona,41.380898,2.12282
15/16,UEFA Champions League,Group Stage,12/09/2015 00:00,A,FC Barcelona,Bayer 04 Leverkusen,01:01:00,CF ,20,00:01:00,Right-footed shot,Ivan Rakitic,,Bayer 04 Leverkusen,51.038333,7.002222
15/16,LaLiga,15,12/12/2015 00:00,H,FC Barcelona,Deportivo de La Coruaa,02:02:00,RW,39,01:00:00,Direct free kick,,,FC Barcelona,41.380898,2.12282
15/16,FIFA Club World Cup,Final,12/20/15,A,FC Barcelona,CA River Plate,00:03:00,RW,36,00:01:00,Left-footed shot,Neymar,,CA River Plate,-34.54529,-58.449782
15/16,LaLiga,17,12/30/15,H,FC Barcelona,Real Betis Balompie,04:00:00,RW ,33,02:00:00,Right-footed shot,Neymar,,FC Barcelona,41.380898,2.12282
15/16,Copa del Rey,last 16,01/06/2016 00:00,H,FC Barcelona,RCD Espanyol Barcelona,04:01:00,RW,13,01:01:00,Left-footed shot,Andres Iniesta,,FC Barcelona,41.380898,2.12282
15/16,Copa del Rey,last 16,01/06/2016 00:00,H,FC Barcelona,RCD Espanyol Barcelona,04:01:00,RW,44,02:01:00,Direct free kick,,,FC Barcelona,41.380898,2.12282
15/16,LaLiga,19,01/09/2016 00:00,H,FC Barcelona,Granada CF,04:00:00,RW ,8,01:00:00,Left-footed shot,Arda Turan,,FC Barcelona,41.380898,2.12282
15/16,LaLiga,19,01/09/2016 00:00,H,FC Barcelona,Granada CF,04:00:00,RW ,14,02:00:00,Left-footed shot,Luis Suarez,,FC Barcelona,41.380898,2.12282
15/16,LaLiga,19,01/09/2016 00:00,H,FC Barcelona,Granada CF,04:00:00,RW ,58,03:00:00,Tap-in,,,FC Barcelona,41.380898,2.12282
15/16,LaLiga,20,1/17/16,H,FC Barcelona,Athletic Bilbao,06:00:00,RW,7,01:00:00,Penalty,,,FC Barcelona,41.380898,2.12282
15/16,LaLiga,21,1/23/16,A,FC Barcelona,Malaga CF,01:02:00,RW,51,01:02:00,Left-footed shot,Adriano,,Malaga CF,36.734167,4.426389
15/16,LaLiga,22,1/30/16,H,FC Barcelona,Atletico de Madrid,02:01:00,RW,30,01:01:00,Left-footed shot,Jordi Alba,,FC Barcelona,41.380898,2.12282
15/16,Copa del Rey,Semi-Finals,02/03/2016 00:00,H,FC Barcelona,Valencia CF,07:00:00,RW,29,03:00:00,Left-footed shot,Neymar,,FC Barcelona,41.380898,2.12282
15/16,Copa del Rey,Semi-Finals,02/03/2016 00:00,H,FC Barcelona,Valencia CF,07:00:00,RW,59,04:00:00,Left-footed shot,Luis Suarez,,FC Barcelona,41.380898,2.12282
15/16,Copa del Rey,Semi-Finals,02/03/2016 00:00,H,FC Barcelona,Valencia CF,07:00:00,RW,74,05:00:00,Left-footed shot,,,FC Barcelona,41.380898,2.12282
15/16,LaLiga,24,2/14/16,H,FC Barcelona,Celta de Vigo,06:01:00,RW,28,01:00:00,Direct free kick,,,FC Barcelona,41.380898,2.12282
15/16,LaLiga,16,2/17/16,A,FC Barcelona,Sporting GijÃƒÂ³n,01:03:00,RW ,25,00:01:00,Left-footed shot,Luis Suarez,,Sporting GijÃƒÂ³n,43.536111,-5.637222
15/16,LaLiga,16,2/17/16,A,FC Barcelona,Sporting GijÃƒÂ³n,01:03:00,RW ,31,01:02:00,Left-footed shot,Luis Suarez,,Sporting GijÃƒÂ³n,43.536111,-5.637222
15/16,UEFA Champions League,last 16,2/23/16,A,FC Barcelona,Arsenal FC,00:02:00,RW,71,00:01:00,Left-footed shot,Neymar,,Arsenal FC,51.554867,-0.109112
15/16,UEFA Champions League,last 16,2/23/16,A,FC Barcelona,Arsenal FC,00:02:00,RW,83,00:02:00,Penalty,,,Arsenal FC,51.554867,-0.109112
15/16,LaLiga,26,2/28/16,H,FC Barcelona,Sevilla FC,02:01:00,RW ,31,01:01:00,Direct free kick,,,FC Barcelona,41.380898,2.12282
15/16,LaLiga,27,03/03/2016 00:00,A,FC Barcelona,Rayo Vallecano,01:05:00,RW,23,00:02:00,Left-footed shot,Neymar,,Rayo Vallecano,40.3770911,-3.6140329
15/16,LaLiga,27,03/03/2016 00:00,A,FC Barcelona,Rayo Vallecano,01:05:00,RW,53,00:03:00,Left-footed shot,,,Rayo Vallecano,40.3770911,-3.6140329
15/16,LaLiga,27,03/03/2016 00:00,A,FC Barcelona,Rayo Vallecano,01:05:00,RW,72,01:04:00,Left-footed shot,Sergio Busquets,,Rayo Vallecano,40.3770911,-3.6140329
15/16,LaLiga,28,03/06/2016 00:00,A,FC Barcelona,SD Eibar,00:04:00,RW ,42,00:02:00,Left-footed shot,Munir El Haddadi,,SD Eibar,43.184167,-2.473333
15/16,LaLiga,28,03/06/2016 00:00,A,FC Barcelona,SD Eibar,00:04:00,RW ,76,00:03:00,Penalty,,,SD Eibar,43.184167,-2.473333
15/16,LaLiga,29,03/12/2016 00:00,H,FC Barcelona,Getafe CF,06:00:00,CF,41,04:00:00,Left-footed shot,Arda Turan,,FC Barcelona,41.380898,2.12282
15/16,UEFA Champions League,last 16,3/16/16,H,FC Barcelona,Arsenal FC,03:01:00,RW,86,03:01:00,Left-footed shot,Neymar,,FC Barcelona,41.380898,2.12282
15/16,LaLiga,33,4/17/16,H,FC Barcelona,Valencia CF,01:02:00,RW,63,01:02:00,Left-footed shot,Jordi Alba,,FC Barcelona,41.380898,2.12282
15/16,LaLiga,34,4/20/16,A,FC Barcelona,Deportivo de La Coruaa,00:08:00,RW,73,00:06:00,Left-footed shot,Luis Suarez,,Deportivo de La Coruaa,43.3687,-8.4175
15/16,LaLiga,35,4/23/16,H,FC Barcelona,Sporting GijÃƒÂ³n,06:00:00,RW,13,01:00:00,Header,,,FC Barcelona,41.380898,2.12282
15/16,LaLiga,37,05/08/2016 00:00,H,FC Barcelona,RCD Espanyol Barcelona,05:00:00,RW,8,01:00:00,Direct free kick,,,FC Barcelona,41.380898,2.12282
16/17,Supercopa,final,8/17/16,H,FC Barcelona,Sevilla FC,03:00:00,RW ,55,03:00:00,Header,Lucas Digne,,FC Barcelona,41.380898,2.12282
16/17,LaLiga,1,8/20/16,H,FC Barcelona,Real Betis Balompie,06:02:00,RW ,37,02:01:00,Left-footed shot,Sergi Roberto,,FC Barcelona,41.380898,2.12282
16/17,LaLiga,1,8/20/16,H,FC Barcelona,Real Betis Balompie,06:02:00,RW ,58,05:01:00,Left-footed shot,Arda Turan,,FC Barcelona,41.380898,2.12282
16/17,UEFA Champions League,Group Stage,9/13/16,H,FC Barcelona,Celtic FC,07:00:00,RW ,3,01:00:00,Left-footed shot,Neymar,,FC Barcelona,41.380898,2.12282
16/17,UEFA Champions League,Group Stage,9/13/16,H,FC Barcelona,Celtic FC,07:00:00,RW ,27,02:00:00,Left-footed shot,Neymar,,FC Barcelona,41.380898,2.12282
16/17,UEFA Champions League,Group Stage,9/13/16,H,FC Barcelona,Celtic FC,07:00:00,RW ,60,05:00:00,Left-footed shot,Luis Suarez,,FC Barcelona,41.380898,2.12282
16/17,LaLiga,4,9/17/16,A,FC Barcelona,CD Leganes,01:05:00,RW,15,00:01:00,Left-footed shot,Luis Suarez,,CD Leganes,40.3281942,-3.76527
16/17,LaLiga,4,9/17/16,A,FC Barcelona,CD Leganes,01:05:00,RW,55,00:04:00,Penalty,,,CD Leganes,40.3281942,-3.76527
16/17,LaLiga,8,10/15/16,H,FC Barcelona,Deportivo de La Coruaa,04:00:00,RW,58,04:00:00,Left-footed shot,Neymar,,FC Barcelona,41.380898,2.12282
16/17,UEFA Champions League,Group Stage,10/19/16,H,FC Barcelona,Manchester City,04:00:00,RW,17,01:00:00,Left-footed shot,Andres Iniesta,,FC Barcelona,41.380898,2.12282
16/17,UEFA Champions League,Group Stage,10/19/16,H,FC Barcelona,Manchester City,04:00:00,RW,61,02:00:00,Left-footed shot,Andres Iniesta,,FC Barcelona,41.380898,2.12282
16/17,UEFA Champions League,Group Stage,10/19/16,H,FC Barcelona,Manchester City,04:00:00,RW,69,03:00:00,Left-footed shot,Luis Suarez,,FC Barcelona,41.380898,2.12282
16/17,LaLiga,9,10/22/16,A,FC Barcelona,Valencia CF,02:03:00,RW,22,00:01:00,Left-footed shot,Ivan Rakitic,,Valencia CF,39.4690398,-0.3766507
16/17,LaLiga,9,10/22/16,A,FC Barcelona,Valencia CF,02:03:00,RW,90+4,02:03:00,Penalty,,,Valencia CF,39.4690398,-0.3766507
