Season,Competition,Matchday,Date,Venue,Club,Opponent,Result,Playing_Position,Minute,At_score,Type,Goal_assist,Unnamed: 13,estadio,Latitud,Longitud
19/20,LaLiga,20,1/19/20,H,FC Barcelona,Granada CF,01:00:00,CF ,76,01:00:00,Right-footed shot,Arturo Vidal,,FC Barcelona,41.380898,2.12282
19/20,Copa del Rey,Round of 16,1/30/20,H,FC Barcelona,CD Leganes,05:00:00,RW ,59,03:00:00,Left-footed shot,Frenkie de Jong,,FC Barcelona,41.380898,2.12282
19/20,Copa del Rey,Round of 16,1/30/20,H,FC Barcelona,CD Leganes,05:00:00,RW ,89,05:00:00,Left-footed shot,Ivan Rakitic,,FC Barcelona,41.380898,2.12282
19/20,LaLiga,25,2/22/20,H,FC Barcelona,SD Eibar,05:00:00,SS ,14,01:00:00,Left-footed shot,Ivan Rakitic,,FC Barcelona,41.380898,2.12282
19/20,LaLiga,25,2/22/20,H,FC Barcelona,SD Eibar,05:00:00,SS ,37,02:00:00,Left-footed shot,Arturo Vidal,,FC Barcelona,41.380898,2.12282
19/20,LaLiga,25,2/22/20,H,FC Barcelona,SD Eibar,05:00:00,SS ,40,03:00:00,Left-footed shot,,,FC Barcelona,41.380898,2.12282
19/20,LaLiga,25,2/22/20,H,FC Barcelona,SD Eibar,05:00:00,SS ,87,04:00:00,Left-footed shot,,,FC Barcelona,41.380898,2.12282
19/20,LaLiga,27,03/07/2020 00:00,H,FC Barcelona,Real Sociedad,01:00:00,CF ,81,01:00:00,Penalty,,,FC Barcelona,41.380898,2.12282
19/20,LaLiga,28,6/13/20,A,FC Barcelona,RCD Mallorca,00:04:00,RW ,90+3,00:04:00,Right-footed shot,Luis Suarez,,RCD Mallorca,39.5698469,2.6494492
19/20,LaLiga,29,6/16/20,H,FC Barcelona,CD Leganes,02:00:00,RW ,69,02:00:00,Penalty,,,FC Barcelona,41.380898,2.12282
19/20,LaLiga,33,6/30/20,H,FC Barcelona,Atletico de Madrid,02:02:00,SS ,50,02:01:00,Penalty,,,FC Barcelona,41.380898,2.12282
19/20,LaLiga,37,7/16/20,H,FC Barcelona,CA Osasuna,01:02:00,RW ,62,01:01:00,Direct free kick,,,FC Barcelona,41.380898,2.12282
19/20,LaLiga,38,7/19/20,A,FC Barcelona,Deportivo Alaves,00:05:00,RW ,34,00:02:00,Left-footed shot,Riqui Puig,,Deportivo Alaves,42.8466909,-2.6728083
19/20,LaLiga,38,7/19/20,A,FC Barcelona,Deportivo Alaves,00:05:00,RW ,75,00:05:00,Left-footed shot,Jordi Alba,,Deportivo Alaves,42.8466909,-2.6728083
19/20,UEFA Champions League,last 16,08/08/2020 00:00,H,FC Barcelona,SSC Napoli,03:01:00,SS ,23,02:00:00,Left-footed shot,,,FC Barcelona,41.380898,2.12282
20/21,LaLiga,3,9/27/20,H,FC Barcelona,Villarreal CF,04:00:00,CF ,35,03:00:00,Penalty,,,FC Barcelona,41.380898,2.12282
20/21,UEFA Champions League,Group Stage,10/20/20,H,FC Barcelona,Ferencvarosi TC,05:01:00,CF ,27,01:00:00,Penalty,,,FC Barcelona,41.380898,2.12282
20/21,UEFA Champions League,Group Stage,10/28/20,A,FC Barcelona,Juventus FC,00:02:00,CF ,90+1,00:02:00,Penalty,,,Juventus FC,41.9817695,-3.0411453
20/21,UEFA Champions League,Group Stage,11/04/2020 00:00,H,FC Barcelona,Dynamo Kyiv,02:01:00,RW ,5,01:00:00,Penalty,,,FC Barcelona,41.380898,2.12282
20/21,LaLiga,9,11/07/2020 00:00,H,FC Barcelona,Real Betis Balompie,05:02:00,CF,61,03:01:00,Penalty,,,FC Barcelona,41.380898,2.12282
20/21,LaLiga,9,11/07/2020 00:00,H,FC Barcelona,Real Betis Balompie,05:02:00,CF,82,04:02:00,Left-footed shot,Sergi Roberto,,FC Barcelona,41.380898,2.12282
20/21,LaLiga,11,11/29/20,H,FC Barcelona,CA Osasuna,04:00:00,RW ,73,04:00:00,Left-footed shot,Francisco TrincÃƒÂ£o,,FC Barcelona,41.380898,2.12282
20/21,LaLiga,13,12/13/20,H,FC Barcelona,Levante UD,01:00:00,CF ,76,01:00:00,Left-footed shot,Frenkie de Jong,,FC Barcelona,41.380898,2.12282
20/21,LaLiga,14,12/19/20,H,FC Barcelona,Valencia CF,02:02:00,CF ,45+4,01:01:00,Header,,,FC Barcelona,41.380898,2.12282
20/21,LaLiga,15,12/22/20,A,FC Barcelona,Real Valladolid CF,00:03:00,AM ,65,00:03:00,Left-footed shot,Pedri,,Real Valladolid CF,41.644444,-4.761111
20/21,LaLiga,2,01/06/2021 00:00,A,FC Barcelona,Athletic Bilbao,02:03:00,CF ,38,01:02:00,Left-footed shot,Pedri,,Athletic Bilbao,43.2625346,-2.9466836
20/21,LaLiga,2,01/06/2021 00:00,A,FC Barcelona,Athletic Bilbao,02:03:00,CF ,62,01:03:00,Left-footed shot,Antoine Griezmann,,Athletic Bilbao,43.2625346,-2.9466836
20/21,LaLiga,18,01/09/2021 00:00,A,FC Barcelona,Granada CF,00:04:00,CF ,35,00:02:00,Left-footed shot,Antoine Griezmann,,Granada CF,37.1736374,-3.5993469
20/21,LaLiga,18,01/09/2021 00:00,A,FC Barcelona,Granada CF,00:04:00,CF ,42,00:03:00,Direct free kick,,,Granada CF,37.1736374,-3.5993469
20/21,Copa del Rey,Round of 16,1/27/21,A,FC Barcelona,Rayo Vallecano,01:02:00,CF ,69,01:01:00,Left-footed shot,Antoine Griezmann,,Rayo Vallecano,40.3770911,-3.6140329
20/21,LaLiga,21,1/31/21,H,FC Barcelona,Athletic Bilbao,02:01:00,CF ,20,01:00:00,Direct free kick,,,FC Barcelona,41.380898,2.12282
20/21,LaLiga,22,02/07/2021 00:00,A,FC Barcelona,Real Betis Balompie,02:03:00,CF,59,01:01:00,Left-footed shot,Ousmane Dembele,,Real Betis Balompie,37.3083683,-5.9480744
20/21,LaLiga,23,2/13/21,H,FC Barcelona,Deportivo Alaves,05:01:00,CF ,45+1,02:00:00,Left-footed shot,Sergio Busquets,,FC Barcelona,41.380898,2.12282
20/21,LaLiga,23,2/13/21,H,FC Barcelona,Deportivo Alaves,05:01:00,CF ,75,04:01:00,Left-footed shot,Antoine Griezmann,,FC Barcelona,41.380898,2.12282
20/21,UEFA Champions League,last 16,2/16/21,H,FC Barcelona,Paris Saint-Germain,01:04:00,CF ,27,01:00:00,Penalty,,,FC Barcelona,41.380898,2.12282
20/21,LaLiga,24,2/21/21,H,FC Barcelona,Cadiz CF,01:01:00,CF ,32,01:00:00,Penalty,,,FC Barcelona,41.380898,2.12282
20/21,LaLiga,1,2/24/21,H,FC Barcelona,Elche CF,03:00:00,CF ,48,01:00:00,Left-footed shot,Martin Braithwaite,,FC Barcelona,41.380898,2.12282
20/21,LaLiga,1,2/24/21,H,FC Barcelona,Elche CF,03:00:00,CF ,68,02:00:00,Left-footed shot,Frenkie de Jong,,FC Barcelona,41.380898,2.12282
20/21,LaLiga,25,2/27/21,A,FC Barcelona,Sevilla FC,00:02:00,CF ,85,00:02:00,Right-footed shot,Ilaix Moriba,,Sevilla FC,37.3886303,-5.9953403
20/21,UEFA Champions League,last 16,03/10/2021 00:00,A,FC Barcelona,Paris Saint-Germain,01:01:00,SS ,37,01:01:00,Long distance kick,Pedri,,Paris Saint-Germain,48.8414,2.2531
20/21,LaLiga,27,3/15/21,H,FC Barcelona,SD Huesca,04:01:00,SS ,13,01:00:00,Left-footed shot,Sergio Busquets,,FC Barcelona,41.380898,2.12282
20/21,LaLiga,27,3/15/21,H,FC Barcelona,SD Huesca,04:01:00,SS ,90,04:01:00,Left-footed shot,Francisco TrincÃƒÂ£o,,FC Barcelona,41.380898,2.12282
20/21,LaLiga,28,3/21/21,A,FC Barcelona,Real Sociedad,01:06:00,SS ,56,00:04:00,Left-footed shot,Sergio Busquets,,Real Sociedad,43.3078904,-1.9742817
20/21,LaLiga,28,3/21/21,A,FC Barcelona,Real Sociedad,01:06:00,SS ,89,01:06:00,Left-footed shot,Jordi Alba,,Real Sociedad,43.3078904,-1.9742817
20/21,Copa del Rey,Final,4/17/21,A,FC Barcelona,Athletic Bilbao,00:04:00,CF ,68,00:03:00,Left-footed shot,Frenkie de Jong,,Athletic Bilbao,43.2625346,-2.9466836
20/21,Copa del Rey,Final,4/17/21,A,FC Barcelona,Athletic Bilbao,00:04:00,CF ,72,00:04:00,Left-footed shot,Jordi Alba,,Athletic Bilbao,43.2625346,-2.9466836
20/21,LaLiga,31,4/22/21,H,FC Barcelona,Getafe CF,05:02:00,CF ,8,01:00:00,Left-footed shot,Sergio Busquets,,FC Barcelona,41.380898,2.12282
20/21,LaLiga,31,4/22/21,H,FC Barcelona,Getafe CF,05:02:00,CF ,33,03:01:00,Left-footed shot,,,FC Barcelona,41.380898,2.12282
20/21,LaLiga,33,4/29/21,H,FC Barcelona,Granada CF,01:02:00,CF ,23,01:00:00,Left-footed shot,Antoine Griezmann,,FC Barcelona,41.380898,2.12282
20/21,LaLiga,34,05/02/2021 00:00,A,FC Barcelona,Valencia CF,02:03:00,CF ,57,01:01:00,Left-footed shot,,,Valencia CF,39.4690398,-0.3766507
20/21,LaLiga,34,05/02/2021 00:00,A,FC Barcelona,Valencia CF,02:03:00,CF ,69,01:03:00,Direct free kick,,,Valencia CF,39.4690398,-0.3766507
20/21,LaLiga,36,05/11/2021 00:00,A,FC Barcelona,Levante UD,03:03:00,SS ,25,00:01:00,Left-footed shot,,,Levante UD,39.4703751,-0.370525
20/21,LaLiga,37,5/16/21,H,FC Barcelona,Celta de Vigo,01:02:00,SS ,28,01:00:00,Header,Sergio Busquets,,FC Barcelona,41.380898,2.12282
21/22,UEFA Champions League,Group Stage,9/28/21,H,Paris Saint-Germain,Manchester City,02:00:00,RW,74,02:00:00,Left-footed shot,Kylian Mbappe,,Paris Saint-Germain,48.8414,2.2531
21/22,UEFA Champions League,Group Stage,10/19/21,H,Paris Saint-Germain,RB Leipzig,03:02:00,RW,67,02:02:00,Left-footed shot,Kylian Mbappe,,Paris Saint-Germain,48.8414,2.2531
21/22,UEFA Champions League,Group Stage,10/19/21,H,Paris Saint-Germain,RB Leipzig,03:02:00,RW,74,03:02:00,Penalty,,,Paris Saint-Germain,48.8414,2.2531
21/22,Ligue 1,14,11/20/21,H,Paris Saint-Germain,FC Nantes,03:01:00,RW,87,03:01:00,Left-footed shot,Kylian Mbappe,,Paris Saint-Germain,48.8414,2.2531
21/22,UEFA Champions League,Group Stage,12/07/2021 00:00,H,Paris Saint-Germain,Club Brugge KV,04:01:00,CF,38,03:00:00,Left-footed shot,Kylian Mbappe,,Paris Saint-Germain,48.8414,2.2531
21/22,UEFA Champions League,Group Stage,12/07/2021 00:00,H,Paris Saint-Germain,Club Brugge KV,04:01:00,CF,76,04:01:00,Penalty,,,Paris Saint-Germain,48.8414,2.2531
21/22,Ligue 1,23,02/06/2022 00:00,A,Paris Saint-Germain,LOSC Lille,01:05:00,CF,38,01:03:00,Left-footed shot,,,LOSC Lille,50.611944,3.130556
21/22,Ligue 1,30,04/03/2022 00:00,H,Paris Saint-Germain,FC Lorient,05:01:00,RW,73,04:01:00,Left-footed shot,Kylian Mbappe,,Paris Saint-Germain,48.8414,2.2531
21/22,Ligue 1,34,4/23/22,H,Paris Saint-Germain,RC Lens,01:01:00,RW,68,01:00:00,Left-footed shot,Neymar,,Paris Saint-Germain,48.8414,2.2531
21/22,Ligue 1,37,5/14/22,A,Paris Saint-Germain,Montpellier,00:04:00,CF,6,00:01:00,Left-footed shot,Kylian MbappÃ©,,Montpellier,43.5084375,-8.1839068
21/22,Ligue 1,37,5/14/22,A,Paris Saint-Germain,Montpellier,00:04:00,CF,20,00:02:00,Left-footed shot,Kylian MbappÃ©,,Montpellier,43.5084375,-8.1839068
21/22,TrophÃ©e des Champions,Final,7/31/22,H,Paris Saint-Germain,FC Nantes,04:00:00,CF,22,01:00:00,Right-footed shot,,,Paris Saint-Germain,48.8414,2.2531
21/22,Ligue 1,1,08/06/2022 00:00,A,Paris Saint-Germain,Clermont Foot,00:05:00,CF,80,00:04:00,Left-footed shot,Neymar,,Clermont Foot,45.815833,3.121667
21/22,Ligue 1,1,08/06/2022 00:00,A,Paris Saint-Germain,Clermont Foot,00:05:00,CF,86,00:05:00,Left-footed shot,Leandro Paredes,,Clermont Foot,45.815833,3.121667
22/23,Trophï¿½e des Champions,Final,7/31/22,H,Paris Saint-Germain,FC Nantes,04:00:00,CF,22,01:00:00,Right-footed shot,,,Paris Saint-Germain,48.8414,2.2531
22/23,Ligue 1,1,08/06/2022 00:00,A,Paris Saint-Germain,Clermont Foot,00:05:00,CF,80,00:04:00,Left-footed shot,Neymar,,Clermont Foot,45.815833,3.121667
22/23,Ligue 1,1,08/06/2022 00:00,A,Paris Saint-Germain,Clermont Foot,00:05:00,CF,86,00:05:00,Left-footed shot,Leandro Paredes,,Clermont Foot,45.815833,3.121667
22/23,Ligue 1,3,8/21/22,A,Paris Saint-Germain,LOSC Lille,01:07:00,AM,27,00:02:00,Right-footed shot,Nuno Mendes,,LOSC Lille,50.611944,3.130556
22/23,Champions League,Group Stage,9/14/22,A,Paris Saint-Germain,Maccabi Haifa,01:03:00,SS,37,01:01:00,Left-footed shot,,,Maccabi Haifa,32.783,34.965
22/23,Ligue 1,8,9/18/22,A,Paris Saint-Germain,Olympique Lyon,00:01:00,AM,5,00:01:00,Left-footed shot,Neymar,,Olympique Lyon,45.765224,4.982131
22/23,Ligue 1,9,10/01/2022 00:00,H,Paris Saint-Germain,OGC Nice,02:01:00,AM,28,01:00:00,Direct free kick,,,Paris Saint-Germain,48.8414,2.2531
22/23,UEFA Champions League,Group Stage,10/05/2022 00:00,A,Paris Saint-Germain,SL Benfica,01:01:00,AM,22,00:01:00,Left-footed shot,Neymar,,SL Benfica,38.7527,9.1855
22/23,Ligue 1,12,10/21/22,A,Paris Saint-Germain,AC Ajaccio,00:03:00,CF,78,00:02:00,Left-footed shot,Kylian Mbappe,,AC Ajaccio,41.931667,8.778889
22/23,UEFA Champions League,Group Stage,10/25/22,H,Paris Saint-Germain,Maccabi Haifa,07:02:00,SS,19,01:00:00,Left-footed shot,Kylian Mbappe,,Paris Saint-Germain,48.8414,2.2531
22/23,UEFA Champions League,Group Stage,10/25/22,H,Paris Saint-Germain,Maccabi Haifa,07:02:00,SS,44,04:01:00,Left-footed shot,Kylian Mbappe,,Paris Saint-Germain,48.8414,2.2531
22/23,Ligue 1,13,10/29/22,H,Paris Saint-Germain,ESTAC Troyes,04:03:00,RW,55,02:02:00,Left-footed shot,Sergio Ramos,,Paris Saint-Germain,48.8414,2.2531
